"","Taxa","Factors","lfc","se","W","p","P.adj","diff","passed_ss","Significance","Method"
"1","PWY0-1586|PWY0-1586","(Intercept)",-0.0138678087606977,0.0464322036062367,-0.298667900371522,0.767996330332852,1,FALSE,TRUE,"","ancombc2_formula"
"2","PWY0-1586|PWY0-1586","siteEsteroZacatecas",0.0395340361908351,0.0625056426828123,0.632487476233984,0.533587504838624,1,FALSE,TRUE,"","ancombc2_formula"
"3","PWY0-1586|PWY0-1586","(Intercept)",-0.0138678087606977,0.0464322036062367,-0.298667900371522,0.767996330332852,1,FALSE,TRUE,"","ancombc2_formula"
"4","PWY0-1586|PWY0-1586","siteEsteroZacatecas",0.0395340361908351,0.0625056426828123,0.632487476233984,0.533587504838624,1,FALSE,TRUE,"","ancombc2_formula"
"5","PWY66-389|PWY66-389","(Intercept)",-0.00242667965299299,0.0538754449069972,-0.0450424058155262,0.964479859789776,1,FALSE,TRUE,"","ancombc2_formula"
"6","PWY66-389|PWY66-389","siteEsteroZacatecas",0.0166517779754256,0.0693887530700231,0.239978054636919,0.812569174552624,1,FALSE,TRUE,"","ancombc2_formula"
"7","PWY66-389|PWY66-389","(Intercept)",-0.00242667965299299,0.0538754449069972,-0.0450424058155262,0.964479859789776,1,FALSE,TRUE,"","ancombc2_formula"
"8","PWY66-389|PWY66-389","siteEsteroZacatecas",0.0166517779754256,0.0693887530700231,0.239978054636919,0.812569174552624,1,FALSE,TRUE,"","ancombc2_formula"
"9","PWY-7094|PWY-7094","(Intercept)",0.0728061183961744,0.0543811147854477,1.33881253967337,0.19430270250093,1,FALSE,TRUE,"","ancombc2_formula"
"10","PWY-7094|PWY-7094","siteEsteroZacatecas",-0.133813818122909,0.0749078713491976,-1.78637859697161,0.0878285418804699,1,FALSE,TRUE,"","ancombc2_formula"
"11","PWY-7094|PWY-7094","(Intercept)",0.0728061183961744,0.0543811147854477,1.33881253967337,0.19430270250093,1,FALSE,TRUE,"","ancombc2_formula"
"12","PWY-7094|PWY-7094","siteEsteroZacatecas",-0.133813818122909,0.0749078713491976,-1.78637859697161,0.0878285418804699,1,FALSE,TRUE,"","ancombc2_formula"
"13","PWY-7663|PWY-7663","(Intercept)",-0.0193821924932693,0.0221635408408863,-0.874507942228884,0.391288769108908,1,FALSE,TRUE,"","ancombc2_formula"
"14","PWY-7663|PWY-7663","siteEsteroZacatecas",0.050562803655979,0.0608836899072633,0.830481919426946,0.415188385653697,1,FALSE,TRUE,"","ancombc2_formula"
"15","PWY-7663|PWY-7663","(Intercept)",-0.0193821924932693,0.0221635408408863,-0.874507942228884,0.391288769108908,1,FALSE,TRUE,"","ancombc2_formula"
"16","PWY-7663|PWY-7663","siteEsteroZacatecas",0.050562803655979,0.0608836899072633,0.830481919426946,0.415188385653697,1,FALSE,TRUE,"","ancombc2_formula"
"17","PWY-5973|PWY-5973","(Intercept)",-0.00969070049361498,0.0214627470964706,-0.45151258830276,0.656039737314164,1,FALSE,TRUE,"","ancombc2_formula"
"18","PWY-5973|PWY-5973","siteEsteroZacatecas",0.0311798196566684,0.0552286171702897,0.564559122683261,0.578085112905501,1,FALSE,TRUE,"","ancombc2_formula"
"19","PWY-5973|PWY-5973","(Intercept)",-0.00969070049361498,0.0214627470964706,-0.45151258830276,0.656039737314164,1,FALSE,TRUE,"","ancombc2_formula"
"20","PWY-5973|PWY-5973","siteEsteroZacatecas",0.0311798196566684,0.0552286171702897,0.564559122683261,0.578085112905501,1,FALSE,TRUE,"","ancombc2_formula"
"21","VALSYN-PWY|VALSYN-PWY","(Intercept)",0.0263551353608577,0.0523246183329263,0.503685190652853,0.619489101001536,1,FALSE,TRUE,"","ancombc2_formula"
"22","VALSYN-PWY|VALSYN-PWY","siteEsteroZacatecas",-0.0409118520522736,0.068404368498469,-0.598088293925106,0.5558887432186,1,FALSE,TRUE,"","ancombc2_formula"
"23","VALSYN-PWY|VALSYN-PWY","(Intercept)",0.0263551353608577,0.0523246183329263,0.503685190652853,0.619489101001536,1,FALSE,TRUE,"","ancombc2_formula"
"24","VALSYN-PWY|VALSYN-PWY","siteEsteroZacatecas",-0.0409118520522736,0.068404368498469,-0.598088293925106,0.5558887432186,1,FALSE,TRUE,"","ancombc2_formula"
"25","PWY-1042|PWY-1042","(Intercept)",0.0133120227663878,0.036370215000864,0.366014409485113,0.717850425813204,1,FALSE,TRUE,"","ancombc2_formula"
"26","PWY-1042|PWY-1042","siteEsteroZacatecas",-0.0148256268633345,0.0543735143877496,-0.272662656263299,0.787655471559514,1,FALSE,TRUE,"","ancombc2_formula"
"27","PWY-1042|PWY-1042","(Intercept)",0.0133120227663878,0.036370215000864,0.366014409485113,0.717850425813204,1,FALSE,TRUE,"","ancombc2_formula"
"28","PWY-1042|PWY-1042","siteEsteroZacatecas",-0.0148256268633345,0.0543735143877496,-0.272662656263299,0.787655471559514,1,FALSE,TRUE,"","ancombc2_formula"
"29","PWY-5136|PWY-5136","(Intercept)",0.0677413911379621,0.0545285628278621,1.24231022467639,0.227202163513874,1,FALSE,TRUE,"","ancombc2_formula"
"30","PWY-5136|PWY-5136","siteEsteroZacatecas",-0.123684363606485,0.0735403357910018,-1.68185747693607,0.106738676698879,1,FALSE,TRUE,"","ancombc2_formula"
"31","PWY-5136|PWY-5136","(Intercept)",0.0677413911379621,0.0545285628278621,1.24231022467639,0.227202163513874,1,FALSE,TRUE,"","ancombc2_formula"
"32","PWY-5136|PWY-5136","siteEsteroZacatecas",-0.123684363606485,0.0735403357910018,-1.68185747693607,0.106738676698879,1,FALSE,TRUE,"","ancombc2_formula"
"33","ILEUSYN-PWY|ILEUSYN-PWY","(Intercept)",0.0151637531911131,0.0483718394287405,0.31348307962222,0.756866527957888,1,FALSE,TRUE,"","ancombc2_formula"
"34","ILEUSYN-PWY|ILEUSYN-PWY","siteEsteroZacatecas",-0.018529087712786,0.0625826006843375,-0.296074108620788,0.7699502502848,1,FALSE,TRUE,"","ancombc2_formula"
"35","ILEUSYN-PWY|ILEUSYN-PWY","(Intercept)",0.0151637531911131,0.0483718394287405,0.31348307962222,0.756866527957888,1,FALSE,TRUE,"","ancombc2_formula"
"36","ILEUSYN-PWY|ILEUSYN-PWY","siteEsteroZacatecas",-0.018529087712786,0.0625826006843375,-0.296074108620788,0.7699502502848,1,FALSE,TRUE,"","ancombc2_formula"
"37","PWY-5667|PWY-5667","(Intercept)",0.0157166852591916,0.0347533769659444,0.452234764828543,0.655527455344247,1,FALSE,TRUE,"","ancombc2_formula"
"38","PWY-5667|PWY-5667","siteEsteroZacatecas",-0.0196349518489424,0.0519565908261622,-0.377910704623357,0.709118598165228,1,FALSE,TRUE,"","ancombc2_formula"
"39","PWY-5667|PWY-5667","(Intercept)",0.0157166852591916,0.0347533769659444,0.452234764828543,0.655527455344247,1,FALSE,TRUE,"","ancombc2_formula"
"40","PWY-5667|PWY-5667","siteEsteroZacatecas",-0.0196349518489424,0.0519565908261622,-0.377910704623357,0.709118598165228,1,FALSE,TRUE,"","ancombc2_formula"
"41","PWY0-1319|PWY0-1319","(Intercept)",0.0157166852591916,0.0347533769659444,0.452234764828543,0.655527455344247,1,FALSE,TRUE,"","ancombc2_formula"
"42","PWY0-1319|PWY0-1319","siteEsteroZacatecas",-0.0196349518489424,0.0519565908261622,-0.377910704623357,0.709118598165228,1,FALSE,TRUE,"","ancombc2_formula"
"43","PWY0-1319|PWY0-1319","(Intercept)",0.0157166852591916,0.0347533769659444,0.452234764828543,0.655527455344247,1,FALSE,TRUE,"","ancombc2_formula"
"44","PWY0-1319|PWY0-1319","siteEsteroZacatecas",-0.0196349518489424,0.0519565908261622,-0.377910704623357,0.709118598165228,1,FALSE,TRUE,"","ancombc2_formula"
"45","PWY-5695|PWY-5695","(Intercept)",0.0269370305876228,0.0660685411180583,0.407713415973404,0.687424492604717,1,FALSE,TRUE,"","ancombc2_formula"
"46","PWY-5695|PWY-5695","siteEsteroZacatecas",-0.0420756425058045,0.0787678757845141,-0.534172619062512,0.598579128756157,1,FALSE,TRUE,"","ancombc2_formula"
"47","PWY-5695|PWY-5695","(Intercept)",0.0269370305876228,0.0660685411180583,0.407713415973404,0.687424492604717,1,FALSE,TRUE,"","ancombc2_formula"
